id:ID(Entity),name,entity_type,domain,source_layer,subtype,family_id,family_name,implementation_state,primary_grade_band,primary_content_domain,official_identifier,document_path,artifact_type,purpose,delivery_format,source_path,decision_type,outcome,registry_id,slice_id,status,review_status,supported_profiles:string[],mapped_family_ids:string[],mapped_grade_bands:string[],mapped_content_domains:string[],node_ids:string[],entry_node_ids:string[],learner_state_fields:string[],verification_gate_targets:string[],failure_mode_targets:string[],intervention_targets:string[],response_modes_supported:string[],accessibility_tags:string[],language_support_tags:string[],applies_when:string[],:LABEL
ccss-anchor:kindergarten:count-sequence-fluency-and-stable-verbal-counting,count sequence fluency and stable verbal counting,StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Kindergarten,counting and cardinality,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:kindergarten:one-to-one-correspondence-while-counting-objects,one-to-one correspondence while counting objects,StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Kindergarten,counting and cardinality,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:kindergarten:cardinality-and-the-final-count-principle,cardinality and the final-count principle,StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Kindergarten,counting and cardinality,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:kindergarten:compare-small-quantities-and-determine-more-less-or-equal,"compare small quantities and determine more, less, or equal",StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Kindergarten,counting and cardinality,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:kindergarten:numeral-recognition-and-writing-readiness-supporting-numeral-quantity-alignment,numeral recognition and writing readiness supporting numeral-quantity alignment,StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Kindergarten,counting and cardinality,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:kindergarten:match-symbols-to-counted-quantities-and-quantity-names,match symbols to counted quantities and quantity names,StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Kindergarten,counting and cardinality,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:kindergarten-to-grade-1:compose-and-decompose-numbers-and-reason-about-addition-and-subtraction,compose and decompose numbers and reason about addition and subtraction,StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Kindergarten to Grade 1,operations and algebraic thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:grades-1-3:understand-place-value-and-use-it-to-structure-multidigit-comparison-and-operations,understand place value and use it to structure multidigit comparison and operations,StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Grades 1-3,number and operations in base ten,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:grades-4-5:extend-place-value-reasoning-to-decimals-and-connect-decimals-to-fraction-benchmarks,extend place-value reasoning to decimals and connect decimals to fraction benchmarks,StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Grades 4-5,number and operations in base ten / number and operations with fractions,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:kindergarten-to-grade-3:reason-about-equal-groups-equal-shares-and-partitioning-as-foundations-for-multiplication-division-and-fractions,"reason about equal groups, equal shares, and partitioning as foundations for multiplication, division, and fractions",StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Kindergarten to Grade 3,operations and algebraic thinking / number and operations with fractions,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:grades-3-5:use-multiplicative-structure-for-facts-comparison-multidigit-multiplication-and-division,"use multiplicative structure for facts, comparison, multidigit multiplication, and division",StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Grades 3-5,operations and algebraic thinking / number and operations in base ten,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:kindergarten-to-grade-5:reason-about-measurable-attributes-units-comparison-representation-and-conversion,"reason about measurable attributes, units, comparison, representation, and conversion",StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Kindergarten to Grade 5,measurement and data,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:kindergarten-to-grade-5:recognize-compose-classify-and-reason-about-geometric-figures-and-spatial-structure,"recognize, compose, classify, and reason about geometric figures and spatial structure",StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Kindergarten to Grade 5,geometry,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:kindergarten-to-grade-2:notice-repeated-and-growing-structure-as-readiness-for-algebraic-thinking,notice repeated and growing structure as readiness for algebraic thinking,StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Kindergarten to Grade 2,operations and algebraic thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:kindergarten-to-grade-5:sort-represent-and-interpret-simple-data-sets-and-graphs,"sort, represent, and interpret simple data sets and graphs",StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Kindergarten to Grade 5,measurement and data,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:grades-1-2:use-linear-position-to-represent-ordered-whole-number-magnitude,use linear position to represent ordered whole-number magnitude,StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Grades 1-2,operations and algebraic thinking / number representation,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:grades-1-3:represent-equal-intervals-and-additive-jumps-on-a-number-line,represent equal intervals and additive jumps on a number line,StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Grades 1-3,number and operations in base ten / number representation,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:grades-2-4:locate-and-compare-multidigit-numbers-on-a-number-line,locate and compare multidigit numbers on a number line,StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Grades 2-4,number and operations in base ten,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:grades-3-5:represent-fraction-magnitude-on-the-number-line-including-beyond-one-whole,"represent fraction magnitude on the number line, including beyond one whole",StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Grades 3-5,number and operations with fractions,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:grades-3-5:use-rounding-and-benchmark-whole-numbers-to-judge-reasonableness,use rounding and benchmark whole numbers to judge reasonableness,StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Grades 3-5,number and operations in base ten,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:grades-3-5:estimate-whole-number-operation-results-using-place-value-benchmarks,estimate whole-number operation results using place-value benchmarks,StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Grades 3-5,number and operations in base ten,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:grades-3-5:estimate-measurement-outcomes-and-judge-whether-results-are-reasonable,estimate measurement outcomes and judge whether results are reasonable,StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Grades 3-5,measurement and data,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:grades-3-5:use-benchmark-fractions-to-estimate-and-compare-fraction-quantities,use benchmark fractions to estimate and compare fraction quantities,StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Grades 3-5,number and operations with fractions,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:grades-2-3:establish-equal-part-and-unit-fraction-meaning-before-formal-fraction-notation,establish equal-part and unit-fraction meaning before formal fraction notation,StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Grades 2-3,number and operations with fractions,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:grades-3-5:reason-about-fraction-quantity-equivalence-comparison-and-operations,"reason about fraction quantity, equivalence, comparison, and operations",StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Grades 3-5,number and operations with fractions,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:grades-6-7:reason-with-ratios-unit-rates-proportional-relationships-and-percent,"reason with ratios, unit rates, proportional relationships, and percent",StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Grades 6-7,ratios and proportional relationships,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:grades-6-7:reason-about-signed-number-magnitude-order-and-operations,"reason about signed-number magnitude, order, and operations",StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Grades 6-7,the number system,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:grades-6-8:solve-and-interpret-equations-using-structural-equality-and-inverse-reasoning,solve and interpret equations using structural equality and inverse reasoning,StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Grades 6-8,expressions and equations,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:grades-6-8:use-variables-equations-inequalities-and-coordinate-reasoning-to-describe-relationships,"use variables, equations, inequalities, and coordinate reasoning to describe relationships",StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Grades 6-8,expressions and equations / functions / geometry,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:grades-6-7:operate-with-rational-numbers-and-apply-proportional-reasoning-in-context,operate with rational numbers and apply proportional reasoning in context,StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Grades 6-7,the number system / ratios and proportional relationships,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:grade-8-to-high-school:reason-about-functions-rate-of-change-multiple-representations-systems-and-early-quadratic-structure,"reason about functions, rate of change, multiple representations, systems, and early quadratic structure",StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Grade 8 to High School,functions / algebra,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:grade-8-to-high-school:reason-about-geometric-structure-transformations-proof-similarity-and-trigonometric-relationships,"reason about geometric structure, transformations, proof, similarity, and trigonometric relationships",StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Grade 8 to High School,geometry,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:grades-6-12:analyze-data-reason-about-variability-and-make-probabilistic-or-inferential-claims,"analyze data, reason about variability, and make probabilistic or inferential claims",StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Grades 6-12,statistics and probability,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:high-school:reason-about-advanced-algebraic-structure-function-families-and-precalculus-behavior,"reason about advanced algebraic structure, function families, and precalculus behavior",StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,High School,algebra / functions / number and quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
ccss-anchor:advanced-placement-post-ccss-extension:advanced-coursework-nodes-extend-beyond-the-currently-codified-ccss-state-standards-baseline,advanced coursework nodes extend beyond the currently codified CCSS/state standards baseline,StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
california-mathematics-standards,California Mathematics Standards,StateProfile,mathematics,standards_overlay,state_profile,,,,,,,docs/standards/states/california-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StateProfile
colorado-mathematics-standards,Colorado Mathematics Standards,StateProfile,mathematics,standards_overlay,state_profile,,,,,,,docs/standards/states/colorado-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StateProfile
florida-mathematics-standards,Florida Mathematics Standards,StateProfile,mathematics,standards_overlay,state_profile,,,,,,,docs/standards/states/florida-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StateProfile
georgia-mathematics-standards,Georgia Mathematics Standards,StateProfile,mathematics,standards_overlay,state_profile,,,,,,,docs/standards/states/georgia-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StateProfile
illinois-mathematics-standards,Illinois Mathematics Standards,StateProfile,mathematics,standards_overlay,state_profile,,,,,,,docs/standards/states/illinois-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StateProfile
massachusetts-mathematics-standards,Massachusetts Mathematics Standards,StateProfile,mathematics,standards_overlay,state_profile,,,,,,,docs/standards/states/massachusetts-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StateProfile
new-jersey-mathematics-standards,New Jersey Mathematics Standards,StateProfile,mathematics,standards_overlay,state_profile,,,,,,,docs/standards/states/new-jersey-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StateProfile
new-york-mathematics-standards,New York Mathematics Standards,StateProfile,mathematics,standards_overlay,state_profile,,,,,,,docs/standards/states/new-york-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StateProfile
north-carolina-mathematics-standards,North Carolina Mathematics Standards,StateProfile,mathematics,standards_overlay,state_profile,,,,,,,docs/standards/states/north-carolina-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StateProfile
ohio-mathematics-standards,Ohio Mathematics Standards,StateProfile,mathematics,standards_overlay,state_profile,,,,,,,docs/standards/states/ohio-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StateProfile
pennsylvania-mathematics-standards,Pennsylvania Mathematics Standards,StateProfile,mathematics,standards_overlay,state_profile,,,,,,,docs/standards/states/pennsylvania-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StateProfile
tennessee-mathematics-standards,Tennessee Mathematics Standards,StateProfile,mathematics,standards_overlay,state_profile,,,,,,,docs/standards/states/tennessee-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StateProfile
texas-mathematics-standards,Texas Mathematics Standards,StateProfile,mathematics,standards_overlay,state_profile,,,,,,,docs/standards/states/texas-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StateProfile
virginia-mathematics-standards,Virginia Mathematics Standards,StateProfile,mathematics,standards_overlay,state_profile,,,,,,,docs/standards/states/virginia-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StateProfile
washington-mathematics-standards,Washington Mathematics Standards,StateProfile,mathematics,standards_overlay,state_profile,,,,,,,docs/standards/states/washington-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StateProfile
assessment-overlay:sat-mathematics-overlay,SAT Mathematics Overlay,AssessmentOverlay,mathematics,assessment_overlay,assessment_overlay,,SAT,,multiple,multiple,sat-mathematics-overlay,,,content_complete,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A;B;H;J;K;M;Q;W,Grade 8 to High School;Grades 6-12;Grades 6-7;Grades 6-8;High School;Kindergarten to Grade 5,algebra / functions / number and quantity;expressions and equations;expressions and equations / functions / geometry;functions / algebra;geometry;measurement and data;ratios and proportional relationships;statistics and probability;the number system / ratios and proportional relationships,,,,,,,,,,sat-algebra;sat-advanced-math;sat-problem-solving-and-data-analysis;sat-geometry-and-trigonometry,Entity;AssessmentOverlay
assessment-unit:sat-mathematics-overlay:sat-algebra,Algebra,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,SAT,,multiple,multiple,sat-algebra,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A;K,Grade 8 to High School;Grades 6-8,expressions and equations;expressions and equations / functions / geometry;functions / algebra,E1;E2;E3;A1;A2;A3;A4;A5;K1;K2;K3;K4;K5;K6,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:sat-mathematics-overlay:sat-advanced-math,Advanced Math,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,SAT,,multiple,multiple,sat-advanced-math,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B;K,Grade 8 to High School;High School,algebra / functions / number and quantity;functions / algebra,K7;B1;B2;B3;B7;B8,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:sat-mathematics-overlay:sat-problem-solving-and-data-analysis,Problem-Solving and Data Analysis,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,SAT,,multiple,multiple,sat-problem-solving-and-data-analysis,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,J;Q;W,Grades 6-12;Grades 6-7,ratios and proportional relationships;statistics and probability;the number system / ratios and proportional relationships,Q1;Q2;Q3;Q4;J5;J6;W1;W2;W3;W4,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:sat-mathematics-overlay:sat-geometry-and-trigonometry,Geometry and Trigonometry,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,SAT,,multiple,multiple,sat-geometry-and-trigonometry,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B;H;M,Grade 8 to High School;High School;Kindergarten to Grade 5,algebra / functions / number and quantity;geometry;measurement and data,M9;H1;H2;H3;H4;H5;B4;B6,,,,,,,,,,Entity;AssessmentUnit
assessment-overlay:psat-nmsqt-mathematics-overlay,PSAT/NMSQT Mathematics Overlay,AssessmentOverlay,mathematics,assessment_overlay,assessment_overlay,,PSAT/NMSQT,,multiple,multiple,psat-nmsqt-mathematics-overlay,,,content_complete,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A;B;H;J;K;M;Q;W,Grade 8 to High School;Grades 6-12;Grades 6-7;Grades 6-8;High School;Kindergarten to Grade 5,algebra / functions / number and quantity;expressions and equations;expressions and equations / functions / geometry;functions / algebra;geometry;measurement and data;ratios and proportional relationships;statistics and probability;the number system / ratios and proportional relationships,,,,,,,,,,psat-algebra;psat-advanced-math;psat-problem-solving-and-data-analysis;psat-geometry-and-trigonometry,Entity;AssessmentOverlay
assessment-unit:psat-nmsqt-mathematics-overlay:psat-algebra,Algebra,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,PSAT/NMSQT,,multiple,multiple,psat-algebra,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A;K,Grade 8 to High School;Grades 6-8,expressions and equations;expressions and equations / functions / geometry;functions / algebra,E1;E2;E3;A1;A2;A3;A4;A5;K1;K2;K3;K4;K5;K6,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:psat-nmsqt-mathematics-overlay:psat-advanced-math,Advanced Math,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,PSAT/NMSQT,,multiple,multiple,psat-advanced-math,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B;K,Grade 8 to High School;High School,algebra / functions / number and quantity;functions / algebra,K7;B1;B2;B3;B7,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:psat-nmsqt-mathematics-overlay:psat-problem-solving-and-data-analysis,Problem-Solving and Data Analysis,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,PSAT/NMSQT,,multiple,multiple,psat-problem-solving-and-data-analysis,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,J;Q;W,Grades 6-12;Grades 6-7,ratios and proportional relationships;statistics and probability;the number system / ratios and proportional relationships,Q1;Q2;Q3;Q4;J5;J6;W1;W2;W3;W4,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:psat-nmsqt-mathematics-overlay:psat-geometry-and-trigonometry,Geometry and Trigonometry,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,PSAT/NMSQT,,multiple,multiple,psat-geometry-and-trigonometry,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B;H;M,Grade 8 to High School;High School;Kindergarten to Grade 5,algebra / functions / number and quantity;geometry;measurement and data,M9;H1;H2;H4;H5;B4,,,,,,,,,,Entity;AssessmentUnit
assessment-overlay:act-mathematics-overlay,ACT Mathematics Overlay,AssessmentOverlay,mathematics,assessment_overlay,assessment_overlay,,ACT,,multiple,multiple,act-mathematics-overlay,,,content_substantial_but_compressed,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A;B;G;H;J;K;M;Q;W,Grade 8 to High School;Grades 6-12;Grades 6-7;Grades 6-8;High School;Kindergarten to Grade 5,algebra / functions / number and quantity;expressions and equations;expressions and equations / functions / geometry;functions / algebra;geometry;measurement and data;ratios and proportional relationships;statistics and probability;the number system;the number system / ratios and proportional relationships,,,,,,,,,,act-number-and-quantity;act-algebra;act-functions;act-geometry;act-statistics-and-probability;act-integrating-essential-skills;act-modeling,Entity;AssessmentOverlay
assessment-unit:act-mathematics-overlay:act-number-and-quantity,Number and Quantity,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,ACT,,multiple,multiple,act-number-and-quantity,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A;B;J,Grades 6-7;High School,algebra / functions / number and quantity;the number system;the number system / ratios and proportional relationships,J1;J2;J3;J4;S1;S2;B8;B10,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:act-mathematics-overlay:act-algebra,Algebra,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,ACT,,multiple,multiple,act-algebra,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A;B;K,Grade 8 to High School;Grades 6-8;High School,algebra / functions / number and quantity;expressions and equations;expressions and equations / functions / geometry;functions / algebra,E1;E2;E3;A1;A2;A3;K1;K4;K6;K7;B1;B2,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:act-mathematics-overlay:act-functions,Functions,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,ACT,,multiple,multiple,act-functions,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B;K,Grade 8 to High School;High School,algebra / functions / number and quantity;functions / algebra,K2;K3;K5;K7;B1;B2;B3;B4;B5;B6;B7,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:act-mathematics-overlay:act-geometry,Geometry,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,ACT,,multiple,multiple,act-geometry,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B;G;H;M,Grade 8 to High School;High School;Kindergarten to Grade 5,algebra / functions / number and quantity;geometry;measurement and data,G5;G6;G7;M9;H1;H2;H3;H4;H5;B9,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:act-mathematics-overlay:act-statistics-and-probability,Statistics and Probability,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,ACT,,Grades 6-12,statistics and probability,act-statistics-and-probability,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W1;W2;W3;W4;W5;W6;W7;W8;W9,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:act-mathematics-overlay:act-integrating-essential-skills,Integrating Essential Skills,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,ACT,,multiple,multiple,act-integrating-essential-skills,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,J;K;Q;W,Grade 8 to High School;Grades 6-12;Grades 6-7,functions / algebra;ratios and proportional relationships;statistics and probability;the number system / ratios and proportional relationships,Q1;Q2;Q3;Q4;J5;J6;K5;W2,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:act-mathematics-overlay:act-modeling,Modeling,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,ACT,,multiple,multiple,act-modeling,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B;J;K;W,Grade 8 to High School;Grades 6-12;Grades 6-7;High School,algebra / functions / number and quantity;functions / algebra;statistics and probability;the number system / ratios and proportional relationships,J6;K5;W2;B9;B10,,,,,,,,,,Entity;AssessmentUnit
assessment-overlay:ap-statistics-overlay,AP Statistics Overlay,AssessmentOverlay,mathematics,assessment_overlay,assessment_overlay,,AP Statistics,,Grades 6-12,statistics and probability,ap-statistics-overlay,,,content_complete,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,,,,,,,,,,ap-stat-1;ap-stat-2;ap-stat-3;ap-stat-4;ap-stat-5;ap-stat-6;ap-stat-7;ap-stat-8;ap-stat-9,Entity;AssessmentOverlay
assessment-unit:ap-statistics-overlay:ap-stat-1,Exploring One-Variable Data,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,AP Statistics,,Grades 6-12,statistics and probability,ap-stat-1,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W1,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ap-statistics-overlay:ap-stat-2,Exploring Two-Variable Data,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,AP Statistics,,Grades 6-12,statistics and probability,ap-stat-2,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W2,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ap-statistics-overlay:ap-stat-3,Collecting Data,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,AP Statistics,,Grades 6-12,statistics and probability,ap-stat-3,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W3,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ap-statistics-overlay:ap-stat-4,"Probability, Random Variables, and Probability Distributions",AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,AP Statistics,,Grades 6-12,statistics and probability,ap-stat-4,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W4,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ap-statistics-overlay:ap-stat-5,Sampling Distributions,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,AP Statistics,,Grades 6-12,statistics and probability,ap-stat-5,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W5,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ap-statistics-overlay:ap-stat-6,Inference for Categorical Data: Proportions,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,AP Statistics,,Grades 6-12,statistics and probability,ap-stat-6,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W6,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ap-statistics-overlay:ap-stat-7,Inference for Quantitative Data: Means,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,AP Statistics,,Grades 6-12,statistics and probability,ap-stat-7,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W7,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ap-statistics-overlay:ap-stat-8,Inference for Categorical Data: Chi-Square,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,AP Statistics,,Grades 6-12,statistics and probability,ap-stat-8,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W8,,,,,,,,,,Entity;AssessmentUnit
