Id,Label,EntityType,Subtype,Domain,SourceLayer,FamilyId,FamilyName,ImplementationState,PrimaryGradeBand,PrimaryContentDomain,OfficialIdentifier,DocumentPath,ArtifactType,Purpose,DeliveryFormat,SourcePath,DecisionType,Outcome,RegistryId,SliceId,Status,ReviewStatus,SupportedProfiles,MappedFamilyIds,MappedGradeBands,MappedContentDomains,NodeIds,EntryNodeIds,LearnerStateFields,VerificationGateTargets,FailureModeTargets,InterventionTargets,ResponseModesSupported,AccessibilityTags,LanguageSupportTags,AppliesWhen
ccss-anchor:kindergarten-to-grade-5:sort-represent-and-interpret-simple-data-sets-and-graphs,"sort, represent, and interpret simple data sets and graphs",StandardsAnchor,ccss_anchor,mathematics,standards_overlay,,,,Kindergarten to Grade 5,measurement and data,,,,,,,,,,,,,,,,,,,,,,,,,,
ccss-anchor:grades-1-2:use-linear-position-to-represent-ordered-whole-number-magnitude,use linear position to represent ordered whole-number magnitude,StandardsAnchor,ccss_anchor,mathematics,standards_overlay,,,,Grades 1-2,operations and algebraic thinking / number representation,,,,,,,,,,,,,,,,,,,,,,,,,,
ccss-anchor:grades-1-3:represent-equal-intervals-and-additive-jumps-on-a-number-line,represent equal intervals and additive jumps on a number line,StandardsAnchor,ccss_anchor,mathematics,standards_overlay,,,,Grades 1-3,number and operations in base ten / number representation,,,,,,,,,,,,,,,,,,,,,,,,,,
ccss-anchor:grades-2-4:locate-and-compare-multidigit-numbers-on-a-number-line,locate and compare multidigit numbers on a number line,StandardsAnchor,ccss_anchor,mathematics,standards_overlay,,,,Grades 2-4,number and operations in base ten,,,,,,,,,,,,,,,,,,,,,,,,,,
ccss-anchor:grades-3-5:represent-fraction-magnitude-on-the-number-line-including-beyond-one-whole,"represent fraction magnitude on the number line, including beyond one whole",StandardsAnchor,ccss_anchor,mathematics,standards_overlay,,,,Grades 3-5,number and operations with fractions,,,,,,,,,,,,,,,,,,,,,,,,,,
ccss-anchor:grades-3-5:use-rounding-and-benchmark-whole-numbers-to-judge-reasonableness,use rounding and benchmark whole numbers to judge reasonableness,StandardsAnchor,ccss_anchor,mathematics,standards_overlay,,,,Grades 3-5,number and operations in base ten,,,,,,,,,,,,,,,,,,,,,,,,,,
ccss-anchor:grades-3-5:estimate-whole-number-operation-results-using-place-value-benchmarks,estimate whole-number operation results using place-value benchmarks,StandardsAnchor,ccss_anchor,mathematics,standards_overlay,,,,Grades 3-5,number and operations in base ten,,,,,,,,,,,,,,,,,,,,,,,,,,
ccss-anchor:grades-3-5:estimate-measurement-outcomes-and-judge-whether-results-are-reasonable,estimate measurement outcomes and judge whether results are reasonable,StandardsAnchor,ccss_anchor,mathematics,standards_overlay,,,,Grades 3-5,measurement and data,,,,,,,,,,,,,,,,,,,,,,,,,,
ccss-anchor:grades-3-5:use-benchmark-fractions-to-estimate-and-compare-fraction-quantities,use benchmark fractions to estimate and compare fraction quantities,StandardsAnchor,ccss_anchor,mathematics,standards_overlay,,,,Grades 3-5,number and operations with fractions,,,,,,,,,,,,,,,,,,,,,,,,,,
ccss-anchor:grades-2-3:establish-equal-part-and-unit-fraction-meaning-before-formal-fraction-notation,establish equal-part and unit-fraction meaning before formal fraction notation,StandardsAnchor,ccss_anchor,mathematics,standards_overlay,,,,Grades 2-3,number and operations with fractions,,,,,,,,,,,,,,,,,,,,,,,,,,
ccss-anchor:grades-3-5:reason-about-fraction-quantity-equivalence-comparison-and-operations,"reason about fraction quantity, equivalence, comparison, and operations",StandardsAnchor,ccss_anchor,mathematics,standards_overlay,,,,Grades 3-5,number and operations with fractions,,,,,,,,,,,,,,,,,,,,,,,,,,
ccss-anchor:grades-6-7:reason-with-ratios-unit-rates-proportional-relationships-and-percent,"reason with ratios, unit rates, proportional relationships, and percent",StandardsAnchor,ccss_anchor,mathematics,standards_overlay,,,,Grades 6-7,ratios and proportional relationships,,,,,,,,,,,,,,,,,,,,,,,,,,
ccss-anchor:grades-6-7:reason-about-signed-number-magnitude-order-and-operations,"reason about signed-number magnitude, order, and operations",StandardsAnchor,ccss_anchor,mathematics,standards_overlay,,,,Grades 6-7,the number system,,,,,,,,,,,,,,,,,,,,,,,,,,
ccss-anchor:grades-6-8:solve-and-interpret-equations-using-structural-equality-and-inverse-reasoning,solve and interpret equations using structural equality and inverse reasoning,StandardsAnchor,ccss_anchor,mathematics,standards_overlay,,,,Grades 6-8,expressions and equations,,,,,,,,,,,,,,,,,,,,,,,,,,
ccss-anchor:grades-6-8:use-variables-equations-inequalities-and-coordinate-reasoning-to-describe-relationships,"use variables, equations, inequalities, and coordinate reasoning to describe relationships",StandardsAnchor,ccss_anchor,mathematics,standards_overlay,,,,Grades 6-8,expressions and equations / functions / geometry,,,,,,,,,,,,,,,,,,,,,,,,,,
ccss-anchor:grades-6-7:operate-with-rational-numbers-and-apply-proportional-reasoning-in-context,operate with rational numbers and apply proportional reasoning in context,StandardsAnchor,ccss_anchor,mathematics,standards_overlay,,,,Grades 6-7,the number system / ratios and proportional relationships,,,,,,,,,,,,,,,,,,,,,,,,,,
ccss-anchor:grade-8-to-high-school:reason-about-functions-rate-of-change-multiple-representations-systems-and-early-quadratic-structure,"reason about functions, rate of change, multiple representations, systems, and early quadratic structure",StandardsAnchor,ccss_anchor,mathematics,standards_overlay,,,,Grade 8 to High School,functions / algebra,,,,,,,,,,,,,,,,,,,,,,,,,,
ccss-anchor:grade-8-to-high-school:reason-about-geometric-structure-transformations-proof-similarity-and-trigonometric-relationships,"reason about geometric structure, transformations, proof, similarity, and trigonometric relationships",StandardsAnchor,ccss_anchor,mathematics,standards_overlay,,,,Grade 8 to High School,geometry,,,,,,,,,,,,,,,,,,,,,,,,,,
ccss-anchor:grades-6-12:analyze-data-reason-about-variability-and-make-probabilistic-or-inferential-claims,"analyze data, reason about variability, and make probabilistic or inferential claims",StandardsAnchor,ccss_anchor,mathematics,standards_overlay,,,,Grades 6-12,statistics and probability,,,,,,,,,,,,,,,,,,,,,,,,,,
ccss-anchor:high-school:reason-about-advanced-algebraic-structure-function-families-and-precalculus-behavior,"reason about advanced algebraic structure, function families, and precalculus behavior",StandardsAnchor,ccss_anchor,mathematics,standards_overlay,,,,High School,algebra / functions / number and quantity,,,,,,,,,,,,,,,,,,,,,,,,,,
ccss-anchor:advanced-placement-post-ccss-extension:advanced-coursework-nodes-extend-beyond-the-currently-codified-ccss-state-standards-baseline,advanced coursework nodes extend beyond the currently codified CCSS/state standards baseline,StandardsAnchor,ccss_anchor,mathematics,standards_overlay,,,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,,,,,,,,,,,,,,,,,,,,,,,,,,
california-mathematics-standards,California Mathematics Standards,StateProfile,state_profile,mathematics,standards_overlay,,,,,,,docs/standards/states/california-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,
colorado-mathematics-standards,Colorado Mathematics Standards,StateProfile,state_profile,mathematics,standards_overlay,,,,,,,docs/standards/states/colorado-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,
florida-mathematics-standards,Florida Mathematics Standards,StateProfile,state_profile,mathematics,standards_overlay,,,,,,,docs/standards/states/florida-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,
georgia-mathematics-standards,Georgia Mathematics Standards,StateProfile,state_profile,mathematics,standards_overlay,,,,,,,docs/standards/states/georgia-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,
illinois-mathematics-standards,Illinois Mathematics Standards,StateProfile,state_profile,mathematics,standards_overlay,,,,,,,docs/standards/states/illinois-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,
massachusetts-mathematics-standards,Massachusetts Mathematics Standards,StateProfile,state_profile,mathematics,standards_overlay,,,,,,,docs/standards/states/massachusetts-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,
new-jersey-mathematics-standards,New Jersey Mathematics Standards,StateProfile,state_profile,mathematics,standards_overlay,,,,,,,docs/standards/states/new-jersey-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,
new-york-mathematics-standards,New York Mathematics Standards,StateProfile,state_profile,mathematics,standards_overlay,,,,,,,docs/standards/states/new-york-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,
north-carolina-mathematics-standards,North Carolina Mathematics Standards,StateProfile,state_profile,mathematics,standards_overlay,,,,,,,docs/standards/states/north-carolina-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,
ohio-mathematics-standards,Ohio Mathematics Standards,StateProfile,state_profile,mathematics,standards_overlay,,,,,,,docs/standards/states/ohio-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,
pennsylvania-mathematics-standards,Pennsylvania Mathematics Standards,StateProfile,state_profile,mathematics,standards_overlay,,,,,,,docs/standards/states/pennsylvania-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,
tennessee-mathematics-standards,Tennessee Mathematics Standards,StateProfile,state_profile,mathematics,standards_overlay,,,,,,,docs/standards/states/tennessee-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,
texas-mathematics-standards,Texas Mathematics Standards,StateProfile,state_profile,mathematics,standards_overlay,,,,,,,docs/standards/states/texas-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,
virginia-mathematics-standards,Virginia Mathematics Standards,StateProfile,state_profile,mathematics,standards_overlay,,,,,,,docs/standards/states/virginia-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,
washington-mathematics-standards,Washington Mathematics Standards,StateProfile,state_profile,mathematics,standards_overlay,,,,,,,docs/standards/states/washington-mathematics-standards.md,,,,,,,,,,,,,,,,,,,,,,,,
assessment-overlay:sat-mathematics-overlay,sat-mathematics-overlay SAT Mathematics Overlay,AssessmentOverlay,assessment_overlay,mathematics,assessment_overlay,,SAT,,multiple,multiple,sat-mathematics-overlay,,,content_complete,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A|B|H|J|K|M|Q|W,Grade 8 to High School|Grades 6-12|Grades 6-7|Grades 6-8|High School|Kindergarten to Grade 5,algebra / functions / number and quantity|expressions and equations|expressions and equations / functions / geometry|functions / algebra|geometry|measurement and data|ratios and proportional relationships|statistics and probability|the number system / ratios and proportional relationships,,,,,,,,,,sat-algebra|sat-advanced-math|sat-problem-solving-and-data-analysis|sat-geometry-and-trigonometry
assessment-unit:sat-mathematics-overlay:sat-algebra,sat-algebra Algebra,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,SAT,,multiple,multiple,sat-algebra,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A|K,Grade 8 to High School|Grades 6-8,expressions and equations|expressions and equations / functions / geometry|functions / algebra,E1|E2|E3|A1|A2|A3|A4|A5|K1|K2|K3|K4|K5|K6,,,,,,,,,
assessment-unit:sat-mathematics-overlay:sat-advanced-math,sat-advanced-math Advanced Math,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,SAT,,multiple,multiple,sat-advanced-math,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B|K,Grade 8 to High School|High School,algebra / functions / number and quantity|functions / algebra,K7|B1|B2|B3|B7|B8,,,,,,,,,
assessment-unit:sat-mathematics-overlay:sat-problem-solving-and-data-analysis,sat-problem-solving-and-data-analysis Problem-Solving and Data Analysis,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,SAT,,multiple,multiple,sat-problem-solving-and-data-analysis,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,J|Q|W,Grades 6-12|Grades 6-7,ratios and proportional relationships|statistics and probability|the number system / ratios and proportional relationships,Q1|Q2|Q3|Q4|J5|J6|W1|W2|W3|W4,,,,,,,,,
assessment-unit:sat-mathematics-overlay:sat-geometry-and-trigonometry,sat-geometry-and-trigonometry Geometry and Trigonometry,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,SAT,,multiple,multiple,sat-geometry-and-trigonometry,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B|H|M,Grade 8 to High School|High School|Kindergarten to Grade 5,algebra / functions / number and quantity|geometry|measurement and data,M9|H1|H2|H3|H4|H5|B4|B6,,,,,,,,,
assessment-overlay:psat-nmsqt-mathematics-overlay,psat-nmsqt-mathematics-overlay PSAT/NMSQT Mathematics Overlay,AssessmentOverlay,assessment_overlay,mathematics,assessment_overlay,,PSAT/NMSQT,,multiple,multiple,psat-nmsqt-mathematics-overlay,,,content_complete,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A|B|H|J|K|M|Q|W,Grade 8 to High School|Grades 6-12|Grades 6-7|Grades 6-8|High School|Kindergarten to Grade 5,algebra / functions / number and quantity|expressions and equations|expressions and equations / functions / geometry|functions / algebra|geometry|measurement and data|ratios and proportional relationships|statistics and probability|the number system / ratios and proportional relationships,,,,,,,,,,psat-algebra|psat-advanced-math|psat-problem-solving-and-data-analysis|psat-geometry-and-trigonometry
assessment-unit:psat-nmsqt-mathematics-overlay:psat-algebra,psat-algebra Algebra,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,PSAT/NMSQT,,multiple,multiple,psat-algebra,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A|K,Grade 8 to High School|Grades 6-8,expressions and equations|expressions and equations / functions / geometry|functions / algebra,E1|E2|E3|A1|A2|A3|A4|A5|K1|K2|K3|K4|K5|K6,,,,,,,,,
assessment-unit:psat-nmsqt-mathematics-overlay:psat-advanced-math,psat-advanced-math Advanced Math,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,PSAT/NMSQT,,multiple,multiple,psat-advanced-math,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B|K,Grade 8 to High School|High School,algebra / functions / number and quantity|functions / algebra,K7|B1|B2|B3|B7,,,,,,,,,
assessment-unit:psat-nmsqt-mathematics-overlay:psat-problem-solving-and-data-analysis,psat-problem-solving-and-data-analysis Problem-Solving and Data Analysis,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,PSAT/NMSQT,,multiple,multiple,psat-problem-solving-and-data-analysis,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,J|Q|W,Grades 6-12|Grades 6-7,ratios and proportional relationships|statistics and probability|the number system / ratios and proportional relationships,Q1|Q2|Q3|Q4|J5|J6|W1|W2|W3|W4,,,,,,,,,
assessment-unit:psat-nmsqt-mathematics-overlay:psat-geometry-and-trigonometry,psat-geometry-and-trigonometry Geometry and Trigonometry,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,PSAT/NMSQT,,multiple,multiple,psat-geometry-and-trigonometry,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B|H|M,Grade 8 to High School|High School|Kindergarten to Grade 5,algebra / functions / number and quantity|geometry|measurement and data,M9|H1|H2|H4|H5|B4,,,,,,,,,
assessment-overlay:act-mathematics-overlay,act-mathematics-overlay ACT Mathematics Overlay,AssessmentOverlay,assessment_overlay,mathematics,assessment_overlay,,ACT,,multiple,multiple,act-mathematics-overlay,,,content_substantial_but_compressed,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A|B|G|H|J|K|M|Q|W,Grade 8 to High School|Grades 6-12|Grades 6-7|Grades 6-8|High School|Kindergarten to Grade 5,algebra / functions / number and quantity|expressions and equations|expressions and equations / functions / geometry|functions / algebra|geometry|measurement and data|ratios and proportional relationships|statistics and probability|the number system|the number system / ratios and proportional relationships,,,,,,,,,,act-number-and-quantity|act-algebra|act-functions|act-geometry|act-statistics-and-probability|act-integrating-essential-skills|act-modeling
assessment-unit:act-mathematics-overlay:act-number-and-quantity,act-number-and-quantity Number and Quantity,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,ACT,,multiple,multiple,act-number-and-quantity,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A|B|J,Grades 6-7|High School,algebra / functions / number and quantity|the number system|the number system / ratios and proportional relationships,J1|J2|J3|J4|S1|S2|B8|B10,,,,,,,,,
assessment-unit:act-mathematics-overlay:act-algebra,act-algebra Algebra,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,ACT,,multiple,multiple,act-algebra,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,A|B|K,Grade 8 to High School|Grades 6-8|High School,algebra / functions / number and quantity|expressions and equations|expressions and equations / functions / geometry|functions / algebra,E1|E2|E3|A1|A2|A3|K1|K4|K6|K7|B1|B2,,,,,,,,,
assessment-unit:act-mathematics-overlay:act-functions,act-functions Functions,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,ACT,,multiple,multiple,act-functions,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B|K,Grade 8 to High School|High School,algebra / functions / number and quantity|functions / algebra,K2|K3|K5|K7|B1|B2|B3|B4|B5|B6|B7,,,,,,,,,
assessment-unit:act-mathematics-overlay:act-geometry,act-geometry Geometry,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,ACT,,multiple,multiple,act-geometry,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B|G|H|M,Grade 8 to High School|High School|Kindergarten to Grade 5,algebra / functions / number and quantity|geometry|measurement and data,G5|G6|G7|M9|H1|H2|H3|H4|H5|B9,,,,,,,,,
assessment-unit:act-mathematics-overlay:act-statistics-and-probability,act-statistics-and-probability Statistics and Probability,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,ACT,,Grades 6-12,statistics and probability,act-statistics-and-probability,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W1|W2|W3|W4|W5|W6|W7|W8|W9,,,,,,,,,
assessment-unit:act-mathematics-overlay:act-integrating-essential-skills,act-integrating-essential-skills Integrating Essential Skills,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,ACT,,multiple,multiple,act-integrating-essential-skills,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,J|K|Q|W,Grade 8 to High School|Grades 6-12|Grades 6-7,functions / algebra|ratios and proportional relationships|statistics and probability|the number system / ratios and proportional relationships,Q1|Q2|Q3|Q4|J5|J6|K5|W2,,,,,,,,,
assessment-unit:act-mathematics-overlay:act-modeling,act-modeling Modeling,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,ACT,,multiple,multiple,act-modeling,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B|J|K|W,Grade 8 to High School|Grades 6-12|Grades 6-7|High School,algebra / functions / number and quantity|functions / algebra|statistics and probability|the number system / ratios and proportional relationships,J6|K5|W2|B9|B10,,,,,,,,,
assessment-overlay:ap-statistics-overlay,ap-statistics-overlay AP Statistics Overlay,AssessmentOverlay,assessment_overlay,mathematics,assessment_overlay,,AP Statistics,,Grades 6-12,statistics and probability,ap-statistics-overlay,,,content_complete,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,,,,,,,,,,ap-stat-1|ap-stat-2|ap-stat-3|ap-stat-4|ap-stat-5|ap-stat-6|ap-stat-7|ap-stat-8|ap-stat-9
assessment-unit:ap-statistics-overlay:ap-stat-1,ap-stat-1 Exploring One-Variable Data,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,AP Statistics,,Grades 6-12,statistics and probability,ap-stat-1,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W1,,,,,,,,,
assessment-unit:ap-statistics-overlay:ap-stat-2,ap-stat-2 Exploring Two-Variable Data,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,AP Statistics,,Grades 6-12,statistics and probability,ap-stat-2,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W2,,,,,,,,,
assessment-unit:ap-statistics-overlay:ap-stat-3,ap-stat-3 Collecting Data,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,AP Statistics,,Grades 6-12,statistics and probability,ap-stat-3,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W3,,,,,,,,,
assessment-unit:ap-statistics-overlay:ap-stat-4,"ap-stat-4 Probability, Random Variables, and Probability Distributions",AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,AP Statistics,,Grades 6-12,statistics and probability,ap-stat-4,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W4,,,,,,,,,
assessment-unit:ap-statistics-overlay:ap-stat-5,ap-stat-5 Sampling Distributions,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,AP Statistics,,Grades 6-12,statistics and probability,ap-stat-5,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W5,,,,,,,,,
assessment-unit:ap-statistics-overlay:ap-stat-6,ap-stat-6 Inference for Categorical Data: Proportions,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,AP Statistics,,Grades 6-12,statistics and probability,ap-stat-6,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W6,,,,,,,,,
assessment-unit:ap-statistics-overlay:ap-stat-7,ap-stat-7 Inference for Quantitative Data: Means,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,AP Statistics,,Grades 6-12,statistics and probability,ap-stat-7,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W7,,,,,,,,,
assessment-unit:ap-statistics-overlay:ap-stat-8,ap-stat-8 Inference for Categorical Data: Chi-Square,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,AP Statistics,,Grades 6-12,statistics and probability,ap-stat-8,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W8,,,,,,,,,
assessment-unit:ap-statistics-overlay:ap-stat-9,ap-stat-9 Inference for Quantitative Data: Slopes,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,AP Statistics,,Grades 6-12,statistics and probability,ap-stat-9,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W9,,,,,,,,,
assessment-overlay:ap-precalculus-overlay,ap-precalculus-overlay AP Precalculus Overlay,AssessmentOverlay,assessment_overlay,mathematics,assessment_overlay,,AP Precalculus,,multiple,multiple,ap-precalculus-overlay,,,content_complete,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP|B,Advanced Placement / Post-CCSS extension|High School,advanced coursework beyond the current codified K-12 standards corpus|algebra / functions / number and quantity,,,,,,,,,,ap-precalc-1|ap-precalc-2|ap-precalc-3|ap-precalc-4
assessment-unit:ap-precalculus-overlay:ap-precalc-1,ap-precalc-1 Polynomial and Rational Functions,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,AP Precalculus,,High School,algebra / functions / number and quantity,ap-precalc-1,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B,High School,algebra / functions / number and quantity,B1|B2,,,,,,,,,
assessment-unit:ap-precalculus-overlay:ap-precalc-2,ap-precalc-2 Exponential and Logarithmic Functions,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,AP Precalculus,,High School,algebra / functions / number and quantity,ap-precalc-2,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B,High School,algebra / functions / number and quantity,B2|B3,,,,,,,,,
assessment-unit:ap-precalculus-overlay:ap-precalc-3,ap-precalc-3 Trigonometric and Polar Functions,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,AP Precalculus,,High School,algebra / functions / number and quantity,ap-precalc-3,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B,High School,algebra / functions / number and quantity,B4|B6,,,,,,,,,
assessment-unit:ap-precalculus-overlay:ap-precalc-4,"ap-precalc-4 Functions Involving Parameters, Vectors, and Matrices",AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,AP Precalculus,,multiple,multiple,ap-precalc-4,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP|B,Advanced Placement / Post-CCSS extension|High School,advanced coursework beyond the current codified K-12 standards corpus|algebra / functions / number and quantity,B9|B10|AP2,,,,,,,,,
assessment-overlay:ap-calculus-ab-overlay,ap-calculus-ab-overlay AP Calculus AB Overlay,AssessmentOverlay,assessment_overlay,mathematics,assessment_overlay,,AP Calculus AB,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calculus-ab-overlay,,,content_complete,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,,,,,,,,,,ap-calc-ab-1|ap-calc-ab-2|ap-calc-ab-3|ap-calc-ab-4|ap-calc-ab-5|ap-calc-ab-6|ap-calc-ab-7|ap-calc-ab-8
assessment-unit:ap-calculus-ab-overlay:ap-calc-ab-1,ap-calc-ab-1 Limits and Continuity,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,AP Calculus AB,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calc-ab-1,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP3,,,,,,,,,
assessment-unit:ap-calculus-ab-overlay:ap-calc-ab-2,ap-calc-ab-2 Differentiation: Definition and Fundamental Properties,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,AP Calculus AB,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calc-ab-2,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP3|AP4,,,,,,,,,
assessment-unit:ap-calculus-ab-overlay:ap-calc-ab-3,"ap-calc-ab-3 Differentiation: Composite, Implicit, and Inverse Functions",AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,AP Calculus AB,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calc-ab-3,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP4,,,,,,,,,
assessment-unit:ap-calculus-ab-overlay:ap-calc-ab-4,ap-calc-ab-4 Contextual Applications of Differentiation,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,AP Calculus AB,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calc-ab-4,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP5,,,,,,,,,
assessment-unit:ap-calculus-ab-overlay:ap-calc-ab-5,ap-calc-ab-5 Analytical Applications of Differentiation,AssessmentUnit,assessment_unit,mathematics,assessment_overlay,,AP Calculus AB,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ap-calc-ab-5,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP5,,,,,,,,,
